player;nacionalidad;position;equipo;edad;nacimiento;partidos_jugados;titular;minutes_played;noventas_jugados;goles;asistencias;goles_mas_asist;goles_sin_penal;penales_convertidos;penales_intentados;amarillas;rojas;goles_asist_sin_penal_p90;tiros;tiros_al_arco;pct_tiros_al_arco;tiros_p90;tiros_arco_p90;goles_por_tiro;goles_por_tiro_al_arco;goles_recibidos;goles_recibidos_p90;tiros_al_arco_recibidos;atajadas;pct_atajadas;partidos_ganados_gk;empatados_gk;perdidos_gk;vallas_invictas;pct_vallas_invictas;penales_recibidos_gk;penales_atajados;penales_errados_rival;doble_amarilla;faltas_cometidas;faltas_recibidas;offsides;centros;intercepciones;entradas_ganadas;penales_ganados;penales_concedidos;goles_en_contra;goles_p90;asistencias_p90;tiros_p90_calc;intercepciones_p90;entradas_p90;centros_p90;faltas_p90
Gastón Togni;ar ARG;MF;Platense;28-331;1997,0;2;1;91;1,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;1;0;2;2;0;;;0;0,0;0,0;0,0;2,0;0,0;2,0;2,0
Gastón Verón;ar ARG;FW;Arg Juniors;25-116;2001,0;4;4;243;2,7;1;0;1;1;0;0;0;0;0,37;12;4;33,3;4,44;1,48;0,08;0,25;;;;;;;;;;;;;;0;5;3;1;3;0;1;;;0;0,37;0,0;4,444;0,0;0,37;1,111;1,852
Gastón Ávila;ar ARG;DF;Rosario Central;24-321;2001,0;14;12;1099;12,2;1;2;3;1;0;0;1;0;0,25;8;2;25,0;0,66;0,16;0,13;0,5;;;;;;;;;;;;;;0;4;12;0;4;16;19;;;0;0,082;0,164;0,656;1,311;1,557;0,328;0,328
Germán Conti;ar ARG;DF;Gimnasia–LP;32-075;1994,0;4;3;240;2,7;0;0;0;0;0;0;2;1;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;1;4;1;0;0;6;2;;;0;0,0;0,0;0,0;2,222;0,741;0,0;1,481
Germán Guiffrey;ar ARG;DF;Gimnasia–M;28-229;1997,0;2;1;123;1,4;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;2;0;0;5;2;;;0;0,0;0,0;0,0;3,571;1,429;0,0;1,429
Germán Pezzella;ar ARG;DF;River Plate;35-051;1991,0;2;1;135;1,5;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,67;0,0;0,0;;;;;;;;;;;;;;;0;1;1;0;0;1;1;;;0;0,0;0,0;0,667;0,667;0,667;0,0;0,667
Gerónimo Patritti;ar ARG;DF;Gimnasia–M;23-215;2003,0;1;0;12;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;;;0;0,0;0,0;0,0;10,0;10,0;0,0;0,0
Gianluca Ferrari;ar ARG;DF;Atlé Tucumán;29-048;1997,0;9;8;722;8,0;0;0;0;0;0;0;2;0;0,0;8;1;12,5;1,0;0,12;0,0;0,0;;;;;;;;;;;;;;0;12;6;1;3;11;5;;;0;0,0;0,0;1,0;1,375;0,625;0,375;1,5
Gino Infantino;ar ARG;MF;Arg Juniors;23-090;2003,0;2;0;36;0,4;0;0;0;0;0;0;0;0;0,0;1;1;100,0;2,5;2,5;0,0;0,0;;;;;;;;;;;;;;0;0;0;0;0;0;1;;;0;0,0;0,0;2,5;0,0;2,5;0,0;0,0
Gino Santilli;ar ARG;GK;Banfield;24-295;2001,0;1;1;90;1,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;0,0;0,0;2,0;2,0;100,0;1,0;0,0;0,0;1,0;100,0;0,0;0,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Giovanni Baroni;ar ARG;MFFW;Talleres–C;17-208;2009,0;14;9;746;8,3;0;3;3;0;0;0;1;0;0,36;17;5;29,4;2,05;0,6;0,0;0,0;;;;;;;;;;;;;;0;9;10;0;58;2;10;;;0;0,0;0,361;2,048;0,241;1,205;6,988;1,084
Giovanni Cantizano;ar ARG;MF;Rosario Central;19-149;2007,0;5;4;336;3,7;0;0;0;0;0;0;1;0;0,0;10;5;50,0;2,68;1,34;0,0;0,0;;;;;;;;;;;;;;0;3;5;0;11;0;5;;;0;0,0;0,0;2,703;0,0;1,351;2,973;0,811
Giovanni González;uy URU;DF;River Plate;31-331;1994,0;1;0;40;0,4;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;0;0;0;1;2;;;0;0,0;0,0;0,0;2,5;5,0;0,0;2,5
Giuliano Cerato;ar ARG;MFDF;Instituto;28-068;1998,0;21;21;1875;20,8;3;1;4;3;0;0;6;0;0,19;15;8;53,3;0,72;0,38;0,2;0,38;;;;;;;;;;;;;;0;22;6;2;115;17;26;;;0;0,144;0,048;0,721;0,817;1,25;5,529;1,058
Giuliano Galoppo;ar ARG;MF;River Plate;27-060;1999,0;9;2;335;3,7;1;0;1;1;0;0;1;0;0,27;12;3;25,0;3,22;0,81;0,08;0,33;;;;;;;;;;;;;;0;7;8;0;3;2;1;;;0;0,27;0,0;3,243;0,541;0,27;0,811;1,892
Gonzalo Abrego;ar ARG;MF;CA San Lorenzo;26-222;2000,0;11;6;510;5,7;0;0;0;0;0;0;1;0;0,0;5;3;60,0;0,88;0,53;0,0;0,0;;;;;;;;;;;;;;0;8;5;0;10;3;3;;;0;0,0;0,0;0,877;0,526;0,526;1,754;1,404
Gonzalo Alassia;ar ARG;MF;CA San Lorenzo;22-185;2004,0;2;2;90;1,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;2;0;1;2;1;;;0;0,0;0,0;0,0;2,0;1,0;1,0;2,0
Gonzalo Errecalde;ar ARG;DF;Gimnasia–LP;26-140;2000,0;3;3;194;2,2;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,46;0,0;0,0;;;;;;;;;;;;;;;0;1;0;0;0;0;3;;;0;0,0;0,0;0,455;0,0;1,364;0,0;0,455
Gonzalo Escudero;ar ARG;DF;Racing Club;19-138;2007,0;2;1;107;1,2;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;3;0;0;1;3;3;;;0;0,0;0,0;0,0;2,5;2,5;0,833;2,5
Gonzalo Flores;ar ARG;MF;Dep. Riestra;24-176;2002,0;5;2;154;1,7;0;0;0;0;0;0;3;0;0,0;3;0;0,0;1,75;0,0;0,0;;;;;;;;;;;;;;;0;3;4;1;1;2;2;;;0;0,0;0,0;1,765;1,176;1,176;0,588;1,765
Gonzalo Gelini;ar ARG;FW;Boca Juniors;19-245;2006,0;5;2;186;2,1;0;1;1;0;0;0;0;0;0,48;3;0;0,0;1,45;0,0;0,0;;;;;;;;;;;;;;;0;5;3;0;5;2;0;;;0;0,0;0,476;1,429;0,952;0,0;2,381;2,381
Gonzalo González;ar ARG;MF;Estudiantes–RC;31-164;1995,0;4;4;325;3,6;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,28;0,0;0,0;;;;;;;;;;;;;;;0;7;5;0;5;7;5;;;0;0,0;0,0;0,278;1,944;1,389;1,389;1,944
Gonzalo González;ar ARG;FW;Gimnasia–LP;31-164;1995,0;1;0;3;0,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;;;;;;;
Gonzalo Lencina;ar ARG;FW;Platense;28-303;1997,0;11;6;514;5,7;0;0;0;0;0;0;1;0;0,0;16;6;37,5;2,8;1,05;0,0;0,0;;;;;;;;;;;;;;0;7;11;5;1;0;5;;;0;0,0;0,0;2,807;0,0;0,877;0,175;1,228
Gonzalo Maffini;ar ARG;DF;Estudiantes–RC;33-212;1993,0;15;15;1349;15,0;0;1;1;0;0;0;3;1;0,07;7;2;28,6;0,47;0,13;0,0;0,0;;;;;;;;;;;;;;0;15;10;0;1;25;10;;;0;0,0;0,067;0,467;1,667;0,667;0,067;1,0
Gonzalo Maroni;ar ARG;MFFW;Barracas Central;27-152;1999,0;15;4;610;6,8;2;0;2;2;0;0;4;0;0,3;14;5;35,7;2,07;0,74;0,14;0,4;;;;;;;;;;;;;;0;13;13;1;12;3;7;;;0;0,294;0,0;2,059;0,441;1,029;1,765;1,912
Gonzalo Montiel;ar ARG;DF;River Plate;29-228;1997,0;19;19;1669;18,5;5;1;6;3;2;2;4;0;0,22;19;6;31,6;1,02;0,32;0,24;0,63;;;;;;;;;;;;;;0;11;19;7;42;23;17;;;0;0,27;0,054;1,027;1,243;0,919;2,27;0,595
Gonzalo Morales;ar ARG;FW;Barracas Central;23-166;2003,0;12;7;618;6,9;2;0;2;2;0;0;1;0;0,29;14;5;35,7;2,04;0,73;0,14;0,4;;;;;;;;;;;;;;0;8;9;2;2;3;1;;;0;0,29;0,0;2,029;0,435;0,145;0,29;1,159
Gonzalo Piñeiro;ar ARG;MF;Tigre;25-318;2000,0;7;4;319;3,5;0;0;0;0;0;0;3;0;0,0;1;1;100,0;0,28;0,28;0,0;0,0;;;;;;;;;;;;;;0;15;3;0;2;5;4;;;0;0,0;0,0;0,286;1,429;1,143;0,571;4,286
Gonzalo Pérez;uy URU;DF;Lanús;25-225;2001,0;10;5;511;5,7;0;1;1;0;0;0;1;0;0,18;2;1;50,0;0,35;0,18;0,0;0,0;;;;;;;;;;;;;;0;6;3;0;16;3;6;;;0;0,0;0,175;0,351;0,526;1,053;2,807;1,053
Gonzalo Requena;ar ARG;DF;Tigre;23-166;2003,0;2;1;82;0,9;0;0;0;0;0;0;2;1;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;1;2;2;0;0;0;2;;;0;0,0;0,0;0,0;0,0;2,222;0,0;2,222
Gonzalo Ríos;ar ARG;MF;Ind. Rivadavia;27-202;1999,0;20;13;1021;11,3;1;2;3;1;0;0;1;0;0,26;13;5;38,5;1,15;0,44;0,08;0,2;;;;;;;;;;;;;;0;13;17;0;46;8;8;;;0;0,088;0,177;1,15;0,708;0,708;4,071;1,15
Gonzalo Sosa;ar ARG;FW;Racing Club;21-165;2005,0;3;1;96;1,1;0;0;0;0;0;0;0;0;0,0;2;0;0,0;1,87;0,0;0,0;;;;;;;;;;;;;;;0;2;0;0;0;0;2;;;0;0,0;0,0;1,818;0,0;1,818;0,0;1,818
Gonzalo Zelarayán;ar ARG;FW;Belgrano;22-111;2004,0;3;0;29;0,3;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;4;0;0;;;0;0,0;0,0;0,0;0,0;0,0;13,333;0,0
Gregorio Rodríguez;ar ARG;MFFW;CA San Lorenzo;26-212;2000,0;13;6;564;6,3;2;1;3;2;0;0;0;0;0,48;5;3;60,0;0,8;0,48;0,4;0,67;;;;;;;;;;;;;;0;8;2;2;25;6;11;;;0;0,317;0,159;0,794;0,952;1,746;3,968;1,27
Guido Carrillo;ar ARG;FW;Estudiantes–LP;35-084;1991,0;15;13;1180;13,1;2;2;4;2;0;1;0;0;0,31;42;22;52,4;3,2;1,68;0,05;0,09;;;;;;;;;;;;;;0;14;12;3;0;2;3;;;0;0,153;0,153;3,206;0,153;0,229;0,0;1,069
Guido Herrera;ar ARG;GK;Talleres–C;34-169;1992,0;16;16;1440;16,0;0;0;0;0;0;0;2;0;0,0;0;0;;0,0;0,0;;;13,0;0,81;59,0;46,0;78,0;7,0;5,0;4,0;6,0;37,5;1,0;0,0;0,0;0;0;6;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Guido Mainero;ar ARG;MFFW;Platense;31-147;1995,0;21;19;1476;16,4;1;0;1;1;0;0;3;0;0,06;17;6;35,3;1,04;0,37;0,06;0,17;;;;;;;;;;;;;;0;18;20;4;99;7;12;;;0;0,061;0,0;1,037;0,427;0,732;6,037;1,098
Guillermo Enrique;ar ARG;DF;Aldosivi;26-174;2000,0;7;2;287;3,2;0;0;0;0;0;0;1;0;0,0;4;0;0,0;1,25;0,0;0,0;;;;;;;;;;;;;;;0;1;4;0;25;5;5;;;0;0,0;0,0;1,25;1,562;1,562;7,812;0,312
Guillermo Soto;cl CHI;DF;Tigre;32-219;1994,0;6;4;388;4,3;0;0;0;0;0;0;0;0;0,0;3;0;0,0;0,7;0,0;0,0;;;;;;;;;;;;;;;0;6;1;0;23;1;4;;;0;0,0;0,0;0,698;0,233;0,93;5,349;1,395
Gustavo Abregú;ar ARG;MF;Instituto;29-044;1997,0;19;17;1491;16,6;0;1;1;0;0;0;1;0;0,06;6;1;16,7;0,36;0,06;0,0;0,0;;;;;;;;;;;;;;0;12;8;2;1;22;14;;;0;0,0;0,06;0,361;1,325;0,843;0,06;0,723
Gustavo Del Prete;ar ARG;FWMF;CA San Lorenzo;30-066;1996,0;3;0;119;1,3;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,76;0,0;0,0;;;;;;;;;;;;;;;0;2;4;1;2;0;1;;;0;0,0;0,0;0,769;0,0;0,769;1,538;1,538
Guzmán Corujo;uy URU;DF;CA San Lorenzo;30-015;1996,0;4;2;194;2,2;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,46;0,0;0,0;;;;;;;;;;;;;;;0;2;1;0;1;1;2;;;0;0,0;0,0;0,455;0,455;0,909;0,455;0,909
Hernán De La Fuente;ar ARG;DF;Instituto;29-222;1997,0;2;0;49;0,5;0;0;0;0;0;0;0;0;0,0;1;1;100,0;1,84;1,84;0,0;0,0;;;;;;;;;;;;;;0;1;1;0;2;0;1;;;0;0,0;0,0;2,0;0,0;2,0;4,0;2,0
Hernán Galíndez;ec ECU;GK;Huracán;39-140;1987,0;20;20;1800;20,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;17,0;0,85;61,0;44,0;72,1;7,0;7,0;6,0;9,0;45,0;2,0;2,0;0,0;0;0;2;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Hernán López Muñoz;ar ARG;FWMF;Arg Juniors;25-344;2000,0;16;13;1017;11,3;4;3;7;4;0;0;0;1;0,62;35;14;40,0;3,1;1,24;0,11;0,29;;;;;;;;;;;;;;0;15;31;5;43;4;14;;;0;0,354;0,265;3,097;0,354;1,239;3,805;1,327
Horacio Tijanovich;ar ARG;MFFW;C. Córdoba–SdE;30-170;1996,0;17;10;856;9,5;0;2;2;0;0;0;4;0;0,21;11;7;63,6;1,16;0,74;0,0;0,0;;;;;;;;;;;;;;0;13;28;4;27;7;6;;;0;0,0;0,211;1,158;0,737;0,632;2,842;1,368
Hugo Nervo;ar ARG;DF;Huracán;35-223;1991,0;11;6;596;6,6;1;0;1;1;0;0;1;0;0,15;3;2;66,7;0,45;0,3;0,33;0,5;;;;;;;;;;;;;;0;1;0;1;1;8;5;;;0;0,152;0,0;0,455;1,212;0,758;0,152;0,152
Héctor Bobadilla;py PAR;FW;Platense;25-070;2001,0;3;0;72;0,8;1;0;1;1;0;0;0;0;1,25;4;2;50,0;5,0;2,5;0,25;0,5;;;;;;;;;;;;;;0;2;2;0;0;0;3;;;0;1,25;0,0;5,0;0,0;3,75;0,0;2,5
Héctor David Martínez;py PAR;DF;Defensa;28-208;1998,0;14;14;1109;12,3;0;1;1;0;0;0;5;0;0,08;13;1;7,7;1,06;0,08;0,0;0,0;;;;;;;;;;;;;;0;19;6;0;4;24;19;;;0;0,0;0,081;1,057;1,951;1,545;0,325;1,545
Ian Subiabre;ar ARG;MF;River Plate;19-228;2007,0;16;9;753;8,4;1;2;3;1;0;0;2;0;0,36;18;6;33,3;2,15;0,72;0,06;0,17;;;;;;;;;;;;;;0;19;13;0;43;6;4;;;0;0,119;0,238;2,143;0,714;0,476;5,119;2,262
Ian Subiabre;ar ARG;FW;Tigre;19-228;2007,0;1;0;32;0,4;0;0;0;0;0;0;0;0;0,0;1;0;0,0;2,81;0,0;0,0;;;;;;;;;;;;;;;0;0;1;0;3;0;0;;;0;0,0;0,0;2,5;0,0;0,0;7,5;0,0
Ibrahim Hesar;sy SYR;FW;Estudiantes–RC;32-275;1993,0;2;0;57;0,6;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;3;1;1;0;0;;;0;0,0;0,0;0,0;0,0;0,0;1,667;3,333
Ignacio Abraham;sy SYR;DFMF;Banfield;28-217;1998,0;21;20;1824;20,3;0;4;4;0;0;0;1;0;0,2;12;5;41,7;0,59;0,25;0,0;0,0;;;;;;;;;;;;;;0;10;16;1;109;10;28;;;0;0,0;0,197;0,591;0,493;1,379;5,369;0,493
Ignacio Arce;ar ARG;GK;Dep. Riestra;34-131;1992,0;21;21;1890;21,0;0;0;0;0;0;0;4;0;0,0;1;0;0,0;0,05;0,0;0,0;;17,0;0,81;84,0;67,0;79,8;3,0;8,0;10,0;8,0;38,1;3,0;0,0;0,0;0;1;6;0;1;1;0;;;0;0,0;0,0;0,048;0,048;0,0;0,048;0,048
Ignacio Campo;ar ARG;DF;Huracán;21-140;2005,0;9;7;603;6,7;1;1;2;1;0;0;4;0;0,3;5;2;40,0;0,75;0,3;0,2;0,5;;;;;;;;;;;;;;0;9;7;0;8;9;6;;;0;0,149;0,149;0,746;1,343;0,896;1,194;1,343
Ignacio Charparin;ar ARG;FWMF;Gimnasia–M;27-027;1999,0;9;5;503;5,6;0;2;2;0;0;0;0;0;0,36;7;2;28,6;1,25;0,36;0,0;0,0;;;;;;;;;;;;;;0;12;18;1;10;0;4;;;0;0,0;0,357;1,25;0,0;0,714;1,786;2,143
Ignacio Chicco;ar ARG;GK;Aldosivi;30-048;1996,0;4;4;360;4,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;5,0;1,25;18,0;13,0;72,2;0,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;1;;;0;0,0;0,0;0,0;0,0;0,25;0,0;0,0
Ignacio Fernández;ar ARG;MFFW;Gimnasia–LP;36-217;1990,0;19;19;1518;16,9;2;2;4;2;0;0;8;0;0,24;25;9;36,0;1,48;0,53;0,08;0,22;;;;;;;;;;;;;;0;28;62;0;51;9;20;;;0;0,118;0,118;1,479;0,533;1,183;3,018;1,657
Ignacio Galván;ar ARG;DF;Atlé Tucumán;23-345;2002,0;16;12;1153;12,8;0;0;0;0;0;0;2;0;0,0;9;3;33,3;0,7;0,23;0,0;0,0;;;;;;;;;;;;;;0;13;13;0;27;10;17;;;0;0,0;0,0;0,703;0,781;1,328;2,109;1,016
Ignacio Gariglio;ar ARG;DF;Dep. Riestra;28-114;1998,0;3;1;120;1,3;0;0;0;0;0;0;1;0;0,0;2;0;0,0;1,5;0,0;0,0;;;;;;;;;;;;;;;0;2;0;0;0;1;1;;;0;0,0;0,0;1,538;0,769;0,769;0,0;1,538
Ignacio Miramon;ar ARG;MF;Gimnasia–LP;23-066;2003,0;16;14;1159;12,9;0;0;0;0;0;0;6;0;0,0;9;3;33,3;0,7;0,23;0,0;0,0;;;;;;;;;;;;;;0;22;26;0;14;16;24;;;0;0,0;0,0;0,698;1,24;1,86;1,085;1,705
Ignacio Ovando;ar ARG;DF;Rosario Central;19-049;2007,0;16;16;1440;16,0;1;0;1;1;0;0;1;0;0,06;8;1;12,5;0,5;0,06;0,13;1,0;;;;;;;;;;;;;;0;12;23;0;0;41;11;;;0;0,062;0,0;0,5;2,562;0,688;0,0;0,75
Ignacio Pais;ar ARG;MF;Banfield;26-079;2000,0;17;14;1172;13,0;0;0;0;0;0;0;3;0;0,0;17;4;23,5;1,31;0,31;0,0;0,0;;;;;;;;;;;;;;0;32;10;1;7;17;28;;;0;0,0;0,0;1,308;1,308;2,154;0,538;2,462
Ignacio Peluffo;;DF;Tigre;;;3;1;100;1,1;0;0;0;0;0;0;0;0;0,0;1;0;0,0;0,9;0,0;0,0;;;;;;;;;;;;;;;0;1;3;1;3;1;1;;;0;0,0;0,0;0,909;0,909;0,909;2,727;0,909
Ignacio Perruzzi;ar ARG;MF;CA San Lorenzo;21-134;2005,0;14;10;924;10,3;0;0;0;0;0;0;3;0;0,0;3;2;66,7;0,29;0,19;0,0;0,0;;;;;;;;;;;;;;0;21;29;0;0;9;14;;;0;0,0;0,0;0,291;0,874;1,359;0,0;2,039
Ignacio Pussetto;ar ARG;FWMF;Huracán;30-239;1995,0;2;0;70;0,8;0;0;0;0;0;0;1;0;0,0;2;0;0,0;2,57;0,0;0,0;;;;;;;;;;;;;;;0;1;2;0;1;0;2;;;0;0,0;0,0;2,5;0,0;2,5;1,25;1,25
Ignacio Pussetto;ar ARG;MF;Independiente;30-239;1995,0;10;5;417;4,6;1;0;1;1;0;0;1;0;0,22;10;2;20,0;2,16;0,43;0,1;0,5;;;;;;;;;;;;;;0;13;6;2;14;1;8;;;0;0,217;0,0;2,174;0,217;1,739;3,043;2,826
Ignacio Rodríguez;ar ARG;DF;Racing Club;24-176;2002,0;6;4;399;4,4;0;0;0;0;0;0;2;0;0,0;4;0;0,0;0,9;0,0;0,0;;;;;;;;;;;;;;;0;6;8;1;17;9;9;;;0;0,0;0,0;0,909;2,045;2,045;3,864;1,364
Ignacio Russo;ar ARG;FW;Tigre;25-247;2000,0;21;19;1735;19,3;6;3;9;6;0;0;3;0;0,47;45;18;40,0;2,33;0,93;0,13;0,33;;;;;;;;;;;;;;0;25;35;4;39;7;11;;;0;0,311;0,155;2,332;0,363;0,57;2,021;1,295
Ignacio Vázquez;ar ARG;DF;Platense;29-063;1997,0;16;16;1440;16,0;1;0;1;0;1;1;3;0;0,0;11;4;36,4;0,69;0,25;0,08;0,2;;;;;;;;;;;;;;0;9;20;0;3;26;25;;;1;0,062;0,0;0,688;1,625;1,562;0,188;0,562
Iker Zufiaurre;ar ARG;FW;Boca Juniors;21-010;2005,0;9;2;218;2,4;1;0;1;1;0;0;1;0;0,41;4;1;25,0;1,65;0,41;0,25;1,0;;;;;;;;;;;;;;0;5;1;2;2;0;2;;;0;0,417;0,0;1,667;0,0;0,833;0,833;2,083
Imanol González Benac;ar ARG;DF;Gimnasia–M;28-223;1998,0;7;7;577;6,4;0;0;0;0;0;0;0;0;0,0;2;0;0,0;0,31;0,0;0,0;;;;;;;;;;;;;;;0;5;6;2;0;12;3;;;0;0,0;0,0;0,312;1,875;0,469;0,0;0,781
Imanol Machuca;my MAS;MF;Vélez Sarsfield;26-214;2000,0;4;2;154;1,7;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,58;0,0;0,0;;;;;;;;;;;;;;;0;1;3;0;6;1;0;;;0;0,0;0,0;0,588;0,588;0,0;3,529;0,588
Ismael Cortéz;ar ARG;DF;Gimnasia–M;24-228;2002,0;6;2;266;3,0;0;0;0;0;0;0;1;0;0,0;2;1;50,0;0,68;0,34;0,0;0,0;;;;;;;;;;;;;;0;5;2;0;3;3;4;;;0;0,0;0,0;0,667;1,0;1,333;1,0;1,667
Iván Arboleda;co COL;GK;Sarmiento–J;30-118;1996,0;2;2;180;2,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;6,0;3,0;13,0;7,0;53,8;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;0;1;1;0;0;1;0;;;0;0,0;0,0;0,0;0,5;0,0;0,0;0,5
Iván Erquiaga;ar ARG;DF;Instituto;28-144;1998,0;2;0;55;0,6;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;3;0;0;;;0;0,0;0,0;0,0;0,0;0,0;5,0;0,0
Iván Guaraz;ar ARG;MF;Barracas Central;21-098;2005,0;11;5;479;5,3;0;0;0;0;0;0;3;0;0,0;4;0;0,0;0,75;0,0;0,0;;;;;;;;;;;;;;;0;8;5;0;1;5;7;;;0;0,0;0,0;0,755;0,943;1,321;0,189;1,509
Iván Gómez;ar ARG;MF;Platense;29-170;1997,0;10;8;673;7,5;0;0;0;0;0;0;1;0;0,0;5;1;20,0;0,67;0,13;0,0;0,0;;;;;;;;;;;;;;0;11;4;0;6;14;8;;;0;0,0;0,0;0,667;1,867;1,067;0,8;1,467
Iván Marcone;ar ARG;MF;Independiente;36-075;1990,0;18;17;1481;16,5;1;0;1;1;0;0;4;0;0,06;13;3;23,1;0,79;0,18;0,08;0,33;;;;;;;;;;;;;;0;22;22;0;3;15;23;;;0;0,061;0,0;0,788;0,909;1,394;0,182;1,333
Iván Morales Bravo;cl CHI;FW;Arg Juniors;27-019;1999,0;13;10;811;9,0;2;1;3;2;0;0;2;0;0,33;12;5;41,7;1,33;0,55;0,17;0,4;;;;;;;;;;;;;;0;15;14;5;11;0;3;;;0;0,222;0,111;1,333;0,0;0,333;1,222;1,667
Iván Tapia;ar ARG;MF;Barracas Central;27-267;1998,0;21;21;1548;17,2;1;2;3;1;0;0;0;0;0,17;22;8;36,4;1,28;0,47;0,05;0,13;;;;;;;;;;;;;;0;9;25;1;56;11;6;;;0;0,058;0,116;1,279;0,64;0,349;3,256;0,523
Iván Villalba;py PAR;DF;Ind. Rivadavia;31-210;1995,0;18;14;1294;14,4;0;0;0;0;0;0;7;0;0,0;8;2;25,0;0,56;0,14;0,0;0,0;;;;;;;;;;;;;;0;15;15;0;1;16;22;;;0;0,0;0,0;0,556;1,111;1,528;0,069;1,042
Jabes Saralegui;ar ARG;MF;Tigre;23-127;2003,0;13;11;817;9,1;0;2;2;0;0;0;1;1;0,22;9;4;44,4;0,99;0,44;0,0;0,0;;;;;;;;;;;;;;0;7;16;0;14;1;9;;;0;0,0;0,22;0,989;0,11;0,989;1,538;0,769
Jalil Elías;sy SYR;MF;Tigre;30-114;1996,0;19;17;1510;16,8;1;0;1;1;0;0;1;0;0,06;8;2;25,0;0,48;0,12;0,13;0,5;;;;;;;;;;;;;;0;7;11;1;8;14;17;;;0;0,06;0,0;0,476;0,833;1,012;0,476;0,417
Jaminton Campaz;co COL;MF;Rosario Central;26-085;2000,0;15;11;1025;11,4;2;4;6;2;0;0;0;0;0,53;45;20;44,4;3,95;1,76;0,04;0,1;;;;;;;;;;;;;;0;12;19;4;100;3;12;;;0;0,175;0,351;3,947;0,263;1,053;8,772;1,053
Jano Gordon;ar ARG;DF;Vélez Sarsfield;22-062;2004,0;3;3;258;2,9;1;0;1;1;0;0;0;0;0,35;2;2;100,0;0,7;0,7;0,5;0,5;;;;;;;;;;;;;;0;6;0;1;5;8;7;;;1;0,345;0,0;0,69;2,759;2,414;1,724;2,069
Javier Burrai;ec ECU;GK;Sarmiento–J;35-312;1990,0;16;16;1440;16,0;0;0;0;0;0;0;3;0;0,0;0;0;;0,0;0,0;;;20,0;1,25;88,0;68,0;77,3;6,0;1,0;9,0;5,0;31,3;1,0;0,0;0,0;0;0;3;0;0;0;1;;;0;0,0;0,0;0,0;0,0;0,062;0,0;0,0
Javier Dominguez;py PAR;MF;Atlé Tucumán;26-083;2000,0;12;9;686;7,6;0;0;0;0;0;0;3;0;0,0;9;1;11,1;1,18;0,13;0,0;0,0;;;;;;;;;;;;;;0;23;11;0;3;15;13;;;0;0,0;0,0;1,184;1,974;1,711;0,395;3,026
Javier Ferreira;py PAR;FW;Estudiantes–RC;34-183;1992,0;15;4;475;5,3;0;0;0;0;0;0;3;0;0,0;14;3;21,4;2,65;0,57;0,0;0,0;;;;;;;;;;;;;;0;8;16;2;3;3;2;;;0;0,0;0,0;2,642;0,566;0,377;0,566;1,509
Javier Vallejos;ar ARG;GK;C. Córdoba–SdE;23-226;2003,0;4;2;313;3,5;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;5,0;1,44;15,0;10,0;66,7;1,0;0,0;1,0;1,0;50,0;0,0;0,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
